순번,표제어,파생어,원문,교육부_별표,난이도_분류,교재_ID
1444,just,,just*,*,필수 영단어 2000,essential_2000
1445,keep,,keep*,*,필수 영단어 2000,essential_2000
1446,kick,,kick*,*,필수 영단어 2000,essential_2000
1447,kill,,kill*,*,필수 영단어 2000,essential_2000
1448,kind,,kind*,*,필수 영단어 2000,essential_2000
1449,king,,king*,*,필수 영단어 2000,essential_2000
1450,kiss,,kiss*,*,필수 영단어 2000,essential_2000
1451,know,,know*,*,필수 영단어 2000,essential_2000
1452,lady,,lady*,*,필수 영단어 2000,essential_2000
1453,lake,,lake*,*,필수 영단어 2000,essential_2000
1454,land,,land*,*,필수 영단어 2000,essential_2000
1455,last,,last*,*,필수 영단어 2000,essential_2000
1456,late,,late*,*,필수 영단어 2000,essential_2000
1457,lazy,,lazy*,*,필수 영단어 2000,essential_2000
1458,left,,left*,*,필수 영단어 2000,essential_2000
1459,life,,life*,*,필수 영단어 2000,essential_2000
1460,like,(likely),like* (likely),*,필수 영단어 2000,essential_2000
1461,line,,line*,*,필수 영단어 2000,essential_2000
1462,lion,,lion*,*,필수 영단어 2000,essential_2000
1463,live,,live*,*,필수 영단어 2000,essential_2000
1464,long,,long*,*,필수 영단어 2000,essential_2000
1465,look,,look*,*,필수 영단어 2000,essential_2000
1466,love,,love*,*,필수 영단어 2000,essential_2000
1467,luck,,luck*,*,필수 영단어 2000,essential_2000
1468,mail,,mail*,*,필수 영단어 2000,essential_2000
1469,make,,make*,*,필수 영단어 2000,essential_2000
1470,many,,many*,*,필수 영단어 2000,essential_2000
1471,meat,,meat*,*,필수 영단어 2000,essential_2000
1472,meet,,meet*,*,필수 영단어 2000,essential_2000
1473,milk,,milk*,*,필수 영단어 2000,essential_2000
1474,mind,,mind*,*,필수 영단어 2000,essential_2000
1475,miss,,miss*,*,필수 영단어 2000,essential_2000
1476,moon,(half­moon),moon* (half­moon),*,필수 영단어 2000,essential_2000
1477,move,,move*,*,필수 영단어 2000,essential_2000
1478,much,,much*,*,필수 영단어 2000,essential_2000
1479,must,,must*,*,필수 영단어 2000,essential_2000
1480,name,,name*,*,필수 영단어 2000,essential_2000
1481,near,,near*,*,필수 영단어 2000,essential_2000
1482,neck,,neck*,*,필수 영단어 2000,essential_2000
1483,need,,need*,*,필수 영단어 2000,essential_2000
1484,news,,news*,*,필수 영단어 2000,essential_2000
1485,next,,next*,*,필수 영단어 2000,essential_2000
1486,nice,,nice*,*,필수 영단어 2000,essential_2000
1487,nine,,nine*,*,필수 영단어 2000,essential_2000
1488,nose,,nose*,*,필수 영단어 2000,essential_2000
1489,note,(notion),note* (notion),*,필수 영단어 2000,essential_2000
1490,okay,/ okey / OK,okay* / okey* / OK*,*,필수 영단어 2000,essential_2000
1491,only,,only*,*,필수 영단어 2000,essential_2000
1492,open,,open*,*,필수 영단어 2000,essential_2000
1493,over,,over*,*,필수 영단어 2000,essential_2000
1494,page,,page*,*,필수 영단어 2000,essential_2000
1495,park,,park*,*,필수 영단어 2000,essential_2000
1496,part,,part*,*,필수 영단어 2000,essential_2000
1497,pass,,pass*,*,필수 영단어 2000,essential_2000
1498,pick,,pick*,*,필수 영단어 2000,essential_2000
1499,pink,,pink*,*,필수 영단어 2000,essential_2000
1500,plan,,plan*,*,필수 영단어 2000,essential_2000
1501,play,,play*,*,필수 영단어 2000,essential_2000
1502,poor,,poor*,*,필수 영단어 2000,essential_2000
1503,push,,push*,*,필수 영단어 2000,essential_2000
1504,quiz,,quiz*,*,필수 영단어 2000,essential_2000
1505,race,(racial),race* (racial),*,필수 영단어 2000,essential_2000
1506,rain,,rain*,*,필수 영단어 2000,essential_2000
1507,read,,read*,*,필수 영단어 2000,essential_2000
1508,rich,,rich*,*,필수 영단어 2000,essential_2000
1509,ring,,ring*,*,필수 영단어 2000,essential_2000
1510,road,,road*,*,필수 영단어 2000,essential_2000
1511,rock,,rock*,*,필수 영단어 2000,essential_2000
1512,room,,room*,*,필수 영단어 2000,essential_2000
1513,rose,,rose*,*,필수 영단어 2000,essential_2000
1514,safe,,safe*,*,필수 영단어 2000,essential_2000
1515,sale,,sale*,*,필수 영단어 2000,essential_2000
1516,salt,,salt*,*,필수 영단어 2000,essential_2000
1517,same,,same*,*,필수 영단어 2000,essential_2000
1518,sand,,sand*,*,필수 영단어 2000,essential_2000
1519,save,,save*,*,필수 영단어 2000,essential_2000
1520,sell,,sell*,*,필수 영단어 2000,essential_2000
1521,send,,send*,*,필수 영단어 2000,essential_2000
1522,ship,,ship*,*,필수 영단어 2000,essential_2000
1523,shoe,,shoe*,*,필수 영단어 2000,essential_2000
1524,shop,,shop*,*,필수 영단어 2000,essential_2000
1525,show,,show*,*,필수 영단어 2000,essential_2000
1526,sick,,sick*,*,필수 영단어 2000,essential_2000
1527,side,,side*,*,필수 영단어 2000,essential_2000
1528,sing,,sing*,*,필수 영단어 2000,essential_2000
1529,size,,size*,*,필수 영단어 2000,essential_2000
1530,skin,,skin*,*,필수 영단어 2000,essential_2000
1531,slow,,slow*,*,필수 영단어 2000,essential_2000
1532,snow,,snow*,*,필수 영단어 2000,essential_2000
1533,sock,,sock*,*,필수 영단어 2000,essential_2000
1534,soft,,soft*,*,필수 영단어 2000,essential_2000
1535,some,,some*,*,필수 영단어 2000,essential_2000
1536,song,,song*,*,필수 영단어 2000,essential_2000
1537,soup,,soup*,*,필수 영단어 2000,essential_2000
1538,star,,star*,*,필수 영단어 2000,essential_2000
1539,stay,,stay*,*,필수 영단어 2000,essential_2000
1540,stop,,stop*,*,필수 영단어 2000,essential_2000
1541,sure,(ensure),sure* (ensure),*,필수 영단어 2000,essential_2000
1542,swim,,swim*,*,필수 영단어 2000,essential_2000
1543,tail,,tail*,*,필수 영단어 2000,essential_2000
1544,take,(mistake),take* (mistake),*,필수 영단어 2000,essential_2000
1545,talk,,talk*,*,필수 영단어 2000,essential_2000
1546,tall,,tall*,*,필수 영단어 2000,essential_2000
1547,tape,,tape*,*,필수 영단어 2000,essential_2000
1548,taxi,,taxi*,*,필수 영단어 2000,essential_2000
1549,team,,team*,*,필수 영단어 2000,essential_2000
1550,tell,,tell*,*,필수 영단어 2000,essential_2000
1551,tent,,tent*,*,필수 영단어 2000,essential_2000
1552,test,,test*,*,필수 영단어 2000,essential_2000
1553,than,,than*,*,필수 영단어 2000,essential_2000
1554,that,,that*,*,필수 영단어 2000,essential_2000
1555,they,,they*,*,필수 영단어 2000,essential_2000
1556,this,,this*,*,필수 영단어 2000,essential_2000
1557,time,,time*,*,필수 영단어 2000,essential_2000
1558,tire,(tired),tire* (tired),*,필수 영단어 2000,essential_2000
1559,town,,town*,*,필수 영단어 2000,essential_2000
1560,tree,,tree*,*,필수 영단어 2000,essential_2000
1561,trip,,trip*,*,필수 영단어 2000,essential_2000
1562,true,,true*,*,필수 영단어 2000,essential_2000
1563,turn,,turn*,*,필수 영단어 2000,essential_2000
1564,type,,type*,*,필수 영단어 2000,essential_2000
1565,ugly,,ugly*,*,필수 영단어 2000,essential_2000
1566,very,,very*,*,필수 영단어 2000,essential_2000
1567,wait,,wait*,*,필수 영단어 2000,essential_2000
1568,wake,,wake*,*,필수 영단어 2000,essential_2000
1569,walk,,walk*,*,필수 영단어 2000,essential_2000
1570,wall,,wall*,*,필수 영단어 2000,essential_2000
1571,want,,want*,*,필수 영단어 2000,essential_2000
1572,warm,,warm*,*,필수 영단어 2000,essential_2000
1573,wash,,wash*,*,필수 영단어 2000,essential_2000
1574,wear,,wear*,*,필수 영단어 2000,essential_2000
1575,week,,week*,*,필수 영단어 2000,essential_2000
1576,well,,well*,*,필수 영단어 2000,essential_2000
1577,west,,west*,*,필수 영단어 2000,essential_2000
1578,what,,what*,*,필수 영단어 2000,essential_2000
1579,when,,when*,*,필수 영단어 2000,essential_2000
1580,wife,,wife*,*,필수 영단어 2000,essential_2000
1581,will,,will*,*,필수 영단어 2000,essential_2000
1582,wind,,wind*,*,필수 영단어 2000,essential_2000
1583,wine,,wine*,*,필수 영단어 2000,essential_2000
1584,wish,,wish*,*,필수 영단어 2000,essential_2000
1585,with,,with*,*,필수 영단어 2000,essential_2000
1586,wood,,wood*,*,필수 영단어 2000,essential_2000
1587,word,,word*,*,필수 영단어 2000,essential_2000
1588,work,,work*,*,필수 영단어 2000,essential_2000
1589,year,,year*,*,필수 영단어 2000,essential_2000
1590,about,,about*,*,필수 영단어 2000,essential_2000
1591,above,,above*,*,필수 영단어 2000,essential_2000
1592,adult,,adult*,*,필수 영단어 2000,essential_2000
1593,after,,after*,*,필수 영단어 2000,essential_2000
1594,again,,again*,*,필수 영단어 2000,essential_2000
1595,agree,(disagree),agree* (disagree),*,필수 영단어 2000,essential_2000
1596,ahead,,ahead*,*,필수 영단어 2000,essential_2000
1597,album,,album*,*,필수 영단어 2000,essential_2000
1598,alone,,alone*,*,필수 영단어 2000,essential_2000
1599,along,,along*,*,필수 영단어 2000,essential_2000
1600,apple,,apple*,*,필수 영단어 2000,essential_2000
1601,beach,,beach*,*,필수 영단어 2000,essential_2000
1602,begin,,begin*,*,필수 영단어 2000,essential_2000
1603,below,,below*,*,필수 영단어 2000,essential_2000
1604,birth,,birth*,*,필수 영단어 2000,essential_2000
1605,black,,black*,*,필수 영단어 2000,essential_2000
1606,blood,,blood*,*,필수 영단어 2000,essential_2000
1607,board,,board*,*,필수 영단어 2000,essential_2000
1608,brave,,brave*,*,필수 영단어 2000,essential_2000
1609,bread,,bread*,*,필수 영단어 2000,essential_2000
1610,break,,break*,*,필수 영단어 2000,essential_2000
1611,bring,,bring*,*,필수 영단어 2000,essential_2000
1612,brown,,brown*,*,필수 영단어 2000,essential_2000
1613,brush,,brush*,*,필수 영단어 2000,essential_2000
1614,build,,build*,*,필수 영단어 2000,essential_2000
1615,candy,,candy*,*,필수 영단어 2000,essential_2000
1616,carry,,carry*,*,필수 영단어 2000,essential_2000
1617,catch,,catch*,*,필수 영단어 2000,essential_2000
1618,chair,,chair*,*,필수 영단어 2000,essential_2000
1619,cheap,,cheap*,*,필수 영단어 2000,essential_2000
1620,check,/ cheque,check* / cheque*,*,필수 영단어 2000,essential_2000
1621,child,,child*,*,필수 영단어 2000,essential_2000
1622,class,"(classic, classify)","class* (classic, classify)",*,필수 영단어 2000,essential_2000
1623,clean,,clean*,*,필수 영단어 2000,essential_2000
1624,clear,(clarify),clear* (clarify),*,필수 영단어 2000,essential_2000
1625,climb,,climb*,*,필수 영단어 2000,essential_2000
1626,clock,,clock*,*,필수 영단어 2000,essential_2000
1627,close,"(disclose, enclose)","close* (disclose, enclose)",*,필수 영단어 2000,essential_2000
1628,cloud,,cloud*,*,필수 영단어 2000,essential_2000
1629,color,/ colour,color* / colour*,*,필수 영단어 2000,essential_2000
1630,comic,,comic*,*,필수 영단어 2000,essential_2000
1631,could,,could*,*,필수 영단어 2000,essential_2000
1632,court,,court*,*,필수 영단어 2000,essential_2000
1633,cover,(discover),cover* (discover),*,필수 영단어 2000,essential_2000
1634,cream,,cream*,*,필수 영단어 2000,essential_2000
1635,cross,,cross*,*,필수 영단어 2000,essential_2000
1636,dance,,dance*,*,필수 영단어 2000,essential_2000
1637,death,,death*,*,필수 영단어 2000,essential_2000
1638,dream,,dream*,*,필수 영단어 2000,essential_2000
1639,dress,,dress*,*,필수 영단어 2000,essential_2000
1640,drink,,drink*,*,필수 영단어 2000,essential_2000
1641,drive,,drive*,*,필수 영단어 2000,essential_2000
1642,early,,early*,*,필수 영단어 2000,essential_2000
1643,earth,,earth*,*,필수 영단어 2000,essential_2000
1644,eight,,eight*,*,필수 영단어 2000,essential_2000
1645,enter,,enter*,*,필수 영단어 2000,essential_2000
1646,every,,every*,*,필수 영단어 2000,essential_2000
1647,field,,field*,*,필수 영단어 2000,essential_2000
1648,fight,,fight*,*,필수 영단어 2000,essential_2000
1649,first,,first*,*,필수 영단어 2000,essential_2000
1650,floor,,floor*,*,필수 영단어 2000,essential_2000
1651,focus,,focus*,*,필수 영단어 2000,essential_2000
1652,fresh,,fresh*,*,필수 영단어 2000,essential_2000
1653,front,,front*,*,필수 영단어 2000,essential_2000
1654,fruit,,fruit*,*,필수 영단어 2000,essential_2000
1655,glass,,glass*,*,필수 영단어 2000,essential_2000
1656,grape,,grape*,*,필수 영단어 2000,essential_2000
1657,grass,,grass*,*,필수 영단어 2000,essential_2000
1658,great,,great*,*,필수 영단어 2000,essential_2000
1659,green,,green*,*,필수 영단어 2000,essential_2000
1660,group,,group*,*,필수 영단어 2000,essential_2000
1661,guess,,guess*,*,필수 영단어 2000,essential_2000
1662,habit,,habit*,*,필수 영단어 2000,essential_2000
1663,happy,,happy*,*,필수 영단어 2000,essential_2000
1664,heart,,heart*,*,필수 영단어 2000,essential_2000
1665,heavy,,heavy*,*,필수 영단어 2000,essential_2000
1666,hello,/ hey / hi,hello* / hey* / hi*,*,필수 영단어 2000,essential_2000
1667,hobby,,hobby*,*,필수 영단어 2000,essential_2000
1668,horse,,horse*,*,필수 영단어 2000,essential_2000
1669,house,,house*,*,필수 영단어 2000,essential_2000
1670,human,,human*,*,필수 영단어 2000,essential_2000
1671,hurry,,hurry*,*,필수 영단어 2000,essential_2000
1672,image,,image*,*,필수 영단어 2000,essential_2000
1673,issue,,issue*,*,필수 영단어 2000,essential_2000
1674,juice,,juice*,*,필수 영단어 2000,essential_2000
1675,knife,,knife*,*,필수 영단어 2000,essential_2000
1676,large,,large*,*,필수 영단어 2000,essential_2000
1677,laser,,laser*,*,필수 영단어 2000,essential_2000
1678,learn,,learn*,*,필수 영단어 2000,essential_2000
1679,light,,light*,*,필수 영단어 2000,essential_2000
1680,lunch,,lunch*,*,필수 영단어 2000,essential_2000
1681,marry,,marry*,*,필수 영단어 2000,essential_2000
1682,medal,,medal*,*,필수 영단어 2000,essential_2000
1683,might,,might*,*,필수 영단어 2000,essential_2000
1684,model,,model*,*,필수 영단어 2000,essential_2000
1685,money,,money*,*,필수 영단어 2000,essential_2000
1686,month,,month*,*,필수 영단어 2000,essential_2000
1687,mouse,,mouse*,*,필수 영단어 2000,essential_2000
1688,mouth,,mouth*,*,필수 영단어 2000,essential_2000
1689,movie,,movie*,*,필수 영단어 2000,essential_2000
1690,music,,music*,*,필수 영단어 2000,essential_2000
1691,never,,never*,*,필수 영단어 2000,essential_2000
1692,night,,night*,*,필수 영단어 2000,essential_2000
1693,north,,north*,*,필수 영단어 2000,essential_2000
1694,nurse,,nurse*,*,필수 영단어 2000,essential_2000
1695,often,,often*,*,필수 영단어 2000,essential_2000
1696,paint,,paint*,*,필수 영단어 2000,essential_2000
1697,pants,,pants*,*,필수 영단어 2000,essential_2000
1698,paper,,paper*,*,필수 영단어 2000,essential_2000
1699,party,,party*,*,필수 영단어 2000,essential_2000
1700,piano,,piano*,*,필수 영단어 2000,essential_2000
1701,pilot,,pilot*,*,필수 영단어 2000,essential_2000
1702,pizza,,pizza*,*,필수 영단어 2000,essential_2000
1703,place,(displace),place* (displace),*,필수 영단어 2000,essential_2000
1704,point,,point*,*,필수 영단어 2000,essential_2000
1705,power,,power*,*,필수 영단어 2000,essential_2000
1706,print,,print*,*,필수 영단어 2000,essential_2000
1707,puppy,,puppy*,*,필수 영단어 2000,essential_2000
1708,queen,,queen*,*,필수 영단어 2000,essential_2000
1709,quick,,quick*,*,필수 영단어 2000,essential_2000
1710,quiet,,quiet*,*,필수 영단어 2000,essential_2000
1711,radio,,radio*,*,필수 영단어 2000,essential_2000
1712,ready,,ready*,*,필수 영단어 2000,essential_2000
1713,right,,right*,*,필수 영단어 2000,essential_2000
1714,river,,river*,*,필수 영단어 2000,essential_2000
1715,robot,,robot*,*,필수 영단어 2000,essential_2000
1716,salad,,salad*,*,필수 영단어 2000,essential_2000
1717,score,,score*,*,필수 영단어 2000,essential_2000
1718,seven,,seven*,*,필수 영단어 2000,essential_2000
1719,shirt,,shirt*,*,필수 영단어 2000,essential_2000
1720,short,,short*,*,필수 영단어 2000,essential_2000
1721,skate,,skate*,*,필수 영단어 2000,essential_2000
1722,skirt,,skirt*,*,필수 영단어 2000,essential_2000
1723,sleep,,sleep*,*,필수 영단어 2000,essential_2000
1724,small,,small*,*,필수 영단어 2000,essential_2000
1725,smell,,smell*,*,필수 영단어 2000,essential_2000
1726,smile,,smile*,*,필수 영단어 2000,essential_2000
1727,sorry,,sorry*,*,필수 영단어 2000,essential_2000
1728,sound,,sound*,*,필수 영단어 2000,essential_2000
1729,south,,south*,*,필수 영단어 2000,essential_2000
1730,space,,space*,*,필수 영단어 2000,essential_2000
1731,speak,,speak*,*,필수 영단어 2000,essential_2000
1732,speed,,speed*,*,필수 영단어 2000,essential_2000
1733,spoon,,spoon*,*,필수 영단어 2000,essential_2000
1734,sport,,sport*,*,필수 영단어 2000,essential_2000
1735,staff,,staff*,*,필수 영단어 2000,essential_2000
1736,stand,,stand*,*,필수 영단어 2000,essential_2000
1737,start,,start*,*,필수 영단어 2000,essential_2000
1738,steak,,steak*,*,필수 영단어 2000,essential_2000
1739,stone,,stone*,*,필수 영단어 2000,essential_2000
1740,store,,store*,*,필수 영단어 2000,essential_2000
1741,story,,story*,*,필수 영단어 2000,essential_2000
1742,study,(student),study* (student),*,필수 영단어 2000,essential_2000
1743,style,,style*,*,필수 영단어 2000,essential_2000
1744,sugar,,sugar*,*,필수 영단어 2000,essential_2000
1745,table,,table*,*,필수 영단어 2000,essential_2000
1746,taste,,taste*,*,필수 영단어 2000,essential_2000
1747,teach,,teach*,*,필수 영단어 2000,essential_2000
1748,thank,,thank*,*,필수 영단어 2000,essential_2000
1749,there,,there*,*,필수 영단어 2000,essential_2000
1750,thing,,thing*,*,필수 영단어 2000,essential_2000
1751,think,,think*,*,필수 영단어 2000,essential_2000
1752,third,,third*,*,필수 영단어 2000,essential_2000
1753,three,,three*,*,필수 영단어 2000,essential_2000
1754,tiger,,tiger*,*,필수 영단어 2000,essential_2000
1755,today,,today*,*,필수 영단어 2000,essential_2000
1756,tooth,,tooth*,*,필수 영단어 2000,essential_2000
1757,touch,,touch*,*,필수 영단어 2000,essential_2000
1758,track,,track*,*,필수 영단어 2000,essential_2000
1759,train,,train*,*,필수 영단어 2000,essential_2000
1760,truck,,truck*,*,필수 영단어 2000,essential_2000
1761,twice,,twice*,*,필수 영단어 2000,essential_2000
1762,uncle,,uncle*,*,필수 영단어 2000,essential_2000
1763,under,,under*,*,필수 영단어 2000,essential_2000
1764,video,,video*,*,필수 영단어 2000,essential_2000
1765,visit,,visit*,*,필수 영단어 2000,essential_2000
1766,voice,,voice*,*,필수 영단어 2000,essential_2000
1767,watch,,watch*,*,필수 영단어 2000,essential_2000
1768,water,,water*,*,필수 영단어 2000,essential_2000
1769,where,,where*,*,필수 영단어 2000,essential_2000
1770,white,,white*,*,필수 영단어 2000,essential_2000
1771,woman,,woman*,*,필수 영단어 2000,essential_2000
1772,world,,world*,*,필수 영단어 2000,essential_2000
1773,worry,,worry*,*,필수 영단어 2000,essential_2000
1774,write,,write*,*,필수 영단어 2000,essential_2000
1775,wrong,,wrong*,*,필수 영단어 2000,essential_2000
1776,young,,young*,*,필수 영단어 2000,essential_2000
1777,across,,across*,*,필수 영단어 2000,essential_2000
1778,afraid,,afraid*,*,필수 영단어 2000,essential_2000
1779,almost,,almost*,*,필수 영단어 2000,essential_2000
1780,always,,always*,*,필수 영단어 2000,essential_2000
1781,animal,,animal*,*,필수 영단어 2000,essential_2000
1782,answer,,answer*,*,필수 영단어 2000,essential_2000
1783,around,,around*,*,필수 영단어 2000,essential_2000
1784,arrive,,arrive*,*,필수 영단어 2000,essential_2000
1785,autumn,,autumn*,*,필수 영단어 2000,essential_2000
1786,banana,,banana*,*,필수 영단어 2000,essential_2000
1787,basket,,basket*,*,필수 영단어 2000,essential_2000
1788,beauty,,beauty*,*,필수 영단어 2000,essential_2000
1789,become,,become*,*,필수 영단어 2000,essential_2000
1790,before,,before*,*,필수 영단어 2000,essential_2000
1791,behind,,behind*,*,필수 영단어 2000,essential_2000
1792,beside,,beside*,*,필수 영단어 2000,essential_2000
1793,borrow,,borrow*,*,필수 영단어 2000,essential_2000
1794,bottle,,bottle*,*,필수 영단어 2000,essential_2000
1795,bottom,,bottom*,*,필수 영단어 2000,essential_2000
1796,bridge,,bridge*,*,필수 영단어 2000,essential_2000
1797,bright,,bright*,*,필수 영단어 2000,essential_2000
1798,butter,,butter*,*,필수 영단어 2000,essential_2000
1799,button,,button*,*,필수 영단어 2000,essential_2000
1800,camera,,camera*,*,필수 영단어 2000,essential_2000
1801,carrot,,carrot*,*,필수 영단어 2000,essential_2000
1802,center,,center*,*,필수 영단어 2000,essential_2000
1803,chance,,chance*,*,필수 영단어 2000,essential_2000
1804,change,,change*,*,필수 영단어 2000,essential_2000
1805,cheese,,cheese*,*,필수 영단어 2000,essential_2000
1806,choose,,choose*,*,필수 영단어 2000,essential_2000
1807,church,,church*,*,필수 영단어 2000,essential_2000
1808,circle,,circle*,*,필수 영단어 2000,essential_2000
1809,clever,,clever*,*,필수 영단어 2000,essential_2000
1810,coffee,,coffee*,*,필수 영단어 2000,essential_2000
1811,cookie,/ cooky,cookie* / cooky*,*,필수 영단어 2000,essential_2000
1812,corner,,corner*,*,필수 영단어 2000,essential_2000
1813,couple,,couple*,*,필수 영단어 2000,essential_2000
1814,course,,course*,*,필수 영단어 2000,essential_2000
1815,cousin,,cousin*,*,필수 영단어 2000,essential_2000
1816,crayon,,crayon*,*,필수 영단어 2000,essential_2000
1817,danger,,danger*,*,필수 영단어 2000,essential_2000
1818,decide,(decision),decide* (decision),*,필수 영단어 2000,essential_2000
1819,design,,design*,*,필수 영단어 2000,essential_2000
1820,dinner,,dinner*,*,필수 영단어 2000,essential_2000
1821,doctor,,doctor*,*,필수 영단어 2000,essential_2000
1822,double,,double*,*,필수 영단어 2000,essential_2000
1823,during,,during*,*,필수 영단어 2000,essential_2000
1824,eleven,,eleven*,*,필수 영단어 2000,essential_2000
1825,energy,,energy*,*,필수 영단어 2000,essential_2000
1826,enough,,enough*,*,필수 영단어 2000,essential_2000
1827,family,,family*,*,필수 영단어 2000,essential_2000
1828,father,"(dad, daddy)","father* (dad, daddy)",*,필수 영단어 2000,essential_2000
1829,finger,,finger*,*,필수 영단어 2000,essential_2000
1830,finish,,finish*,*,필수 영단어 2000,essential_2000
1831,flower,,flower*,*,필수 영단어 2000,essential_2000
1832,forest,,forest*,*,필수 영단어 2000,essential_2000
1833,forget,,forget*,*,필수 영단어 2000,essential_2000
1834,friend,(friendship),friend* (friendship),*,필수 영단어 2000,essential_2000
1835,future,,future*,*,필수 영단어 2000,essential_2000
1836,garden,,garden*,*,필수 영단어 2000,essential_2000
1837,ground,,ground*,*,필수 영단어 2000,essential_2000
1838,guitar,,guitar*,*,필수 영단어 2000,essential_2000
1839,helmet,,helmet*,*,필수 영단어 2000,essential_2000
1840,honest,,honest*,*,필수 영단어 2000,essential_2000
1841,inside,,inside*,*,필수 영단어 2000,essential_2000
1842,invite,,invite*,*,필수 영단어 2000,essential_2000
1843,jacket,,jacket*,*,필수 영단어 2000,essential_2000
1844,lesson,,lesson*,*,필수 영단어 2000,essential_2000
1845,letter,(literal),letter* (literal),*,필수 영단어 2000,essential_2000
1846,listen,,listen*,*,필수 영단어 2000,essential_2000
1847,little,,little*,*,필수 영단어 2000,essential_2000
1848,market,,market*,*,필수 영단어 2000,essential_2000
1849,member,(membership),member* (membership),*,필수 영단어 2000,essential_2000
1850,memory,,memory*,*,필수 영단어 2000,essential_2000
1851,middle,,middle*,*,필수 영단어 2000,essential_2000
1852,monkey,,monkey*,*,필수 영단어 2000,essential_2000
1853,mother,"(mom, mommy)","mother* (mom, mommy)",*,필수 영단어 2000,essential_2000
1854,nation,(international),nation* (international),*,필수 영단어 2000,essential_2000
1855,nature,,nature*,*,필수 영단어 2000,essential_2000
1856,number,,number*,*,필수 영단어 2000,essential_2000
1857,office,(official),office* (official),*,필수 영단어 2000,essential_2000
1858,orange,,orange*,*,필수 영단어 2000,essential_2000
1859,parent,,parent*,*,필수 영단어 2000,essential_2000
1860,pencil,,pencil*,*,필수 영단어 2000,essential_2000
1861,people,,people*,*,필수 영단어 2000,essential_2000
1862,please,"(pleasant, pleasure)","please* (pleasant, pleasure)",*,필수 영단어 2000,essential_2000
1863,police,,police*,*,필수 영단어 2000,essential_2000
1864,potato,,potato*,*,필수 영단어 2000,essential_2000
1865,pretty,,pretty*,*,필수 영단어 2000,essential_2000
1866,prince,,prince*,*,필수 영단어 2000,essential_2000
1867,rabbit,,rabbit*,*,필수 영단어 2000,essential_2000
1868,return,,return*,*,필수 영단어 2000,essential_2000
1869,ribbon,,ribbon*,*,필수 영단어 2000,essential_2000
1870,school,,school*,*,필수 영단어 2000,essential_2000
1871,season,,season*,*,필수 영단어 2000,essential_2000
1872,second,(secondary),second* (secondary),*,필수 영단어 2000,essential_2000
1873,should,,should*,*,필수 영단어 2000,essential_2000
1874,sister,,sister*,*,필수 영단어 2000,essential_2000
1875,soccer,,soccer*,*,필수 영단어 2000,essential_2000
1876,spring,,spring*,*,필수 영단어 2000,essential_2000
1877,street,,street*,*,필수 영단어 2000,essential_2000
1878,strong,,strong*,*,필수 영단어 2000,essential_2000
1879,subway,,subway*,*,필수 영단어 2000,essential_2000
1880,summer,,summer*,*,필수 영단어 2000,essential_2000
1881,tennis,,tennis*,*,필수 영단어 2000,essential_2000
1882,thirst,,thirst*,*,필수 영단어 2000,essential_2000
1883,thirty,,thirty*,*,필수 영단어 2000,essential_2000
1884,ticket,,ticket*,*,필수 영단어 2000,essential_2000
1885,tomato,,tomato*,*,필수 영단어 2000,essential_2000
1886,travel,,travel*,*,필수 영단어 2000,essential_2000
1887,twelve,,twelve*,*,필수 영단어 2000,essential_2000
1888,twenty,,twenty*,*,필수 영단어 2000,essential_2000
1889,violin,,violin*,*,필수 영단어 2000,essential_2000
1890,weight,,weight*,*,필수 영단어 2000,essential_2000
1891,window,,window*,*,필수 영단어 2000,essential_2000
1892,winter,,winter*,*,필수 영단어 2000,essential_2000
1893,yellow,,yellow*,*,필수 영단어 2000,essential_2000
1894,address,,address*,*,필수 영단어 2000,essential_2000
1895,against,,against*,*,필수 영단어 2000,essential_2000
1896,already,,already*,*,필수 영단어 2000,essential_2000
1897,alright,,alright*,*,필수 영단어 2000,essential_2000
1898,another,,another*,*,필수 영단어 2000,essential_2000
1899,because,,because*,*,필수 영단어 2000,essential_2000
1900,believe,,believe*,*,필수 영단어 2000,essential_2000
1901,between,,between*,*,필수 영단어 2000,essential_2000
1902,biscuit,,biscuit*,*,필수 영단어 2000,essential_2000
1903,brother,,brother*,*,필수 영단어 2000,essential_2000
1904,certain,,certain*,*,필수 영단어 2000,essential_2000
1905,chicken,,chicken*,*,필수 영단어 2000,essential_2000
1906,clothes,,clothes*,*,필수 영단어 2000,essential_2000
1907,collect,,collect*,*,필수 영단어 2000,essential_2000
1908,college,,college*,*,필수 영단어 2000,essential_2000
1909,company,,company*,*,필수 영단어 2000,essential_2000
1910,compute,(computer),compute* (computer),*,필수 영단어 2000,essential_2000
1911,control,,control*,*,필수 영단어 2000,essential_2000
1912,country,,country*,*,필수 영단어 2000,essential_2000
1913,culture,,culture*,*,필수 영단어 2000,essential_2000
1914,curtain,,curtain*,*,필수 영단어 2000,essential_2000
1915,discuss,,discuss*,*,필수 영단어 2000,essential_2000
1916,evening,,evening*,*,필수 영단어 2000,essential_2000
1917,example,,example*,*,필수 영단어 2000,essential_2000
1918,goodbye,(bye),goodbye* (bye),*,필수 영단어 2000,essential_2000
1919,history,,history*,*,필수 영단어 2000,essential_2000
1920,holiday,,holiday*,*,필수 영단어 2000,essential_2000
1921,however,,however*,*,필수 영단어 2000,essential_2000
1922,hundred,,hundred*,*,필수 영단어 2000,essential_2000
